theta F_x
-0.5788384464239194 6.65704
-0.578053048260522 6.65704
-0.5772676500971244 6.65704
-0.576482251933727 6.65704
-0.5756968537703295 6.65704
-0.5749114556069321 6.65704
-0.5741260574435347 6.65704
-0.5733406592801372 6.657039999999999
-0.5725552611167398 6.65704
-0.5717698629533423 6.65704
-0.5709844647899449 6.65704
-0.5701990666265474 6.657039999999999
-0.56941366846315 6.65704
-0.5686282702997525 6.657039999999999
-0.5678428721363551 6.65704
-0.5670574739729577 6.657039999999999
-0.5662720758095602 6.657040000000001
-0.5654866776461628 6.65704
-0.5647012794827653 6.657039999999999
-0.5639158813193679 6.65704
-0.5631304831559705 6.657039999999999
-0.562345084992573 6.657040000000001
-0.5615596868291756 6.65704
-0.560774288665778 6.65704
-0.5599888905023807 6.65704
-0.5592034923389831 6.657039999999999
-0.5584180941755857 6.65704
-0.5576326960121882 6.65704
-0.5568472978487908 6.657039999999999
-0.5560618996853933 6.657039999999999
-0.555276501521996 6.65704
-0.5544911033585984 6.65704
-0.5537057051952011 6.65704
-0.5529203070318035 6.657039999999999
-0.5521349088684062 6.657039999999999
-0.5513495107050087 6.65704
-0.5505641125416113 6.65704
-0.5497787143782138 6.657039999999999
-0.5489933162148164 6.65704
-0.5482079180514189 6.65704
-0.5474225198880215 6.65704
-0.546637121724624 6.657039999999999
-0.5458517235612266 6.65704
-0.5450663253978291 6.65704
-0.5442809272344317 6.65704
-0.5434955290710342 6.65704
-0.5427101309076368 6.657039999999999
-0.5419247327442392 6.65704
-0.541139334580842 6.65704
-0.5403539364174443 6.65704
-0.539568538254047 6.657040000000001
-0.5387831400906494 6.65704
-0.5379977419272521 6.657039999999999
-0.5372123437638546 6.65704
-0.5364269456004572 6.65704
-0.5356415474370597 6.65704
-0.5348561492736623 6.657040000000001
-0.5340707511102648 6.657039999999999
-0.5332853529468674 6.65704
-0.5324999547834699 6.657040000000001
-0.5317145566200725 6.65704
-0.530929158456675 6.65704
-0.5301437602932776 6.65704
-0.5293583621298801 6.65704
-0.5285729639664827 6.65704
-0.5277875658030852 6.65704
-0.5270021676396879 6.65704
-0.5262167694762903 6.657039999999999
-0.525431371312893 6.65704
-0.5246459731494953 6.65704
-0.5238605749860981 6.65704
-0.5230751768227005 6.65704
-0.5222897786593031 6.65704
-0.5215043804959056 6.657039999999999
-0.5207189823325082 6.65704
-0.5199335841691107 6.657039999999999
-0.5191481860057133 6.65704
-0.5183627878423158 6.657039999999999
-0.5175773896789184 6.657039999999999
-0.5167919915155209 6.657040000000001
-0.5160065933521235 6.657040000000001
-0.5152211951887261 6.65704
-0.5144357970253286 6.65704
-0.5136503988619312 6.657040000000001
-0.5128650006985337 6.657040000000001
-0.5120796025351363 6.65704
-0.5112942043717389 6.65704
-0.5105088062083414 6.65704
-0.509723408044944 6.657040000000001
-0.5089380098815465 6.657040000000001
-0.5081526117181491 6.657039999999999
-0.5073672135547516 6.65704
-0.5065818153913542 6.657040000000001
-0.5057964172279567 6.657039999999999
-0.5050110190645593 6.65704
-0.5042256209011619 6.657039999999999
-0.5034402227377643 6.65704
-0.5026548245743669 6.65704
-0.5018694264109694 6.65704
-0.501084028247572 6.65704
-0.5002986300841745 6.657039999999999
-0.4995132319207771 6.65704
-0.49872783375737967 6.65704
-0.4979424355939822 6.65704
-0.49715703743058476 6.65704
-0.4963716392671873 6.65704
-0.49558624110378985 6.65704
-0.4948008429403924 6.657040000000001
-0.494015444776995 6.65704
-0.49323004661359754 6.657040000000001
-0.4924446484502001 6.65704
-0.49165925028680263 6.65704
-0.4908738521234052 6.65704
-0.4900884539600077 6.65704
-0.48930305579661026 6.65704
-0.4885176576332128 6.65704
-0.48773225946981535 6.65704
-0.48694686130641796 6.65704
-0.4861614631430205 6.657039999999999
-0.48537606497962305 6.65704
-0.4845906668162256 6.65704
-0.48380526865282814 6.65704
-0.4830198704894307 6.65704
-0.4822344723260332 6.65704
-0.48144907416263577 6.65704
-0.4806636759992383 6.65704
-0.4798782778358409 6.65704
-0.47909287967244346 6.65704
-0.478307481509046 6.65704
-0.47752208334564855 6.65704
-0.4767366851822511 6.65704
-0.47595128701885364 6.657040000000001
-0.4751658888554562 6.65704
-0.47438049069205873 6.65704
-0.4735950925286613 6.65704
-0.4728096943652638 6.65704
-0.4720242962018664 6.65704
-0.47123889803846897 6.65704
-0.4704534998750715 6.65704
-0.46966810171167406 6.65704
-0.4688827035482766 6.65704
-0.46809730538487915 6.65704
-0.4673119072214817 6.65704
-0.46652650905808424 6.65704
-0.4657411108946868 6.65704
-0.46495571273128944 6.65704
-0.46417031456789193 6.65704
-0.46338491640449453 6.65704
-0.462599518241097 6.65704
-0.4618141200776997 6.65704
-0.4610287219143021 6.65704
-0.46024332375090476 6.65704
-0.4594579255875072 6.65704
-0.45867252742410985 6.657039999999999
-0.45788712926071234 6.65704
-0.45710173109731495 6.65704
-0.45631633293391743 6.657040000000001
-0.45553093477052004 6.657039999999999
-0.4547455366071225 6.65704
-0.4539601384437252 6.65704
-0.4531747402803276 6.65704
-0.45238934211693027 6.65704
-0.4516039439535327 6.65704
-0.45081854579013536 6.65704
-0.45003314762673785 6.657039999999999
-0.44924774946334045 6.657040000000001
-0.44846235129994294 6.65704
-0.44767695313654554 6.65704
-0.44689155497314803 6.657039999999999
-0.4461061568097507 6.657039999999999
-0.4453207586463531 6.65704
-0.4445353604829558 6.65704
-0.4437499623195582 6.657040000000001
-0.44296456415616087 6.65704
-0.44217916599276336 6.65704
-0.44139376782936596 6.65704
-0.44060836966596845 6.657040000000001
-0.4398229715025711 6.65704
-0.43903757333917354 6.65704
-0.4382521751757762 6.657040000000001
-0.4374667770123786 6.657040000000001
-0.4366813788489813 6.65704
-0.4358959806855838 6.65704
-0.4351105825221864 6.65704
-0.43432518435878886 6.65704
-0.43353978619539146 6.65704
-0.43275438803199395 6.65704
-0.4319689898685966 6.65704
-0.43118359170519904 6.65704
-0.4303981935418017 6.65704
-0.42961279537840413 6.65704
-0.4288273972150068 6.65704
-0.4280419990516093 6.65704
-0.4272566008882119 6.65704
-0.42647120272481437 6.657040000000001
-0.42568580456141697 6.65704
-0.42490040639801946 6.65704
-0.4241150082346221 6.65704
-0.42332961007122455 6.65704
-0.4225442119078272 6.65704
-0.42175881374442964 6.65704
-0.4209734155810323 6.65704
-0.4201880174176348 6.65704
-0.4194026192542374 6.65704
-0.4186172210908399 6.65704
-0.41783182292744253 6.65704
-0.4170464247640451 6.65704
-0.4162610266006476 6.65704
-0.41547562843725017 6.65704
-0.4146902302738527 6.65704
-0.41390483211045526 6.65704
-0.4131194339470578 6.65704
-0.41233403578366035 6.65704
-0.4115486376202629 6.65704
-0.4107632394568655 6.65704
-0.40997784129346804 6.65704
-0.4091924431300706 6.65704
-0.4084070449666731 6.65704
-0.4076216468032757 6.65704
-0.4068362486398782 6.657040000000001
-0.40605085047648076 6.65704
-0.4052654523130833 6.65704
-0.40448005414968585 6.65704
-0.4036946559862884 6.65704
-0.402909257822891 6.65704
-0.40212385965949354 6.65704
-0.4013384614960961 6.65704
-0.40055306333269863 6.65704
-0.3997676651693012 6.65704
-0.3989822670059037 6.65704
-0.39819686884250627 6.65704
-0.3974114706791088 6.65704
-0.39662607251571136 6.65704
-0.39584067435231396 6.65704
-0.3950552761889165 6.65704
-0.39426987802551905 6.65704
-0.3934844798621216 6.65704
-0.39269908169872414 6.65704
-0.3919136835353267 6.65704
-0.39112828537192923 6.65704
-0.3903428872085318 6.65704
-0.3895574890451343 6.65704
-0.3887720908817369 6.65704
-0.38798669271833947 6.65704
-0.387201294554942 6.65704
-0.38641589639154456 6.65704
-0.3856304982281471 6.65704
-0.38484510006474965 6.65704
-0.3840597019013522 6.65704
-0.38327430373795474 6.65704
-0.3824889055745573 6.65704
-0.3817035074111599 6.65704
-0.3809181092477624 6.65704
-0.38013271108436497 6.65704
-0.3793473129209675 6.65704
-0.37856191475757006 6.65704
-0.3777765165941726 6.65704
-0.37699111843077515 6.65704
-0.3762057202673777 6.65704
-0.37542032210398024 6.65704
-0.3746349239405828 6.65704
-0.3738495257771854 6.65704
-0.37306412761378793 6.65704
-0.3722787294503905 6.65704
-0.371493331286993 6.65704
-0.37070793312359557 6.65704
-0.3699225349601981 6.65704
-0.36913713679680066 6.65704
-0.3683517386334032 6.65704
-0.36756634047000575 6.65704
-0.36678094230660835 6.65704
-0.3659955441432109 6.65704
-0.36521014597981344 6.65704
-0.364424747816416 6.65704
-0.36363934965301853 6.65704
-0.3628539514896211 6.65704
-0.3620685533262236 6.65704
-0.36128315516282616 6.65704
-0.3604977569994287 6.65704
-0.3597123588360313 6.65704
-0.35892696067263385 6.65704
-0.3581415625092364 6.65704
-0.35735616434583894 6.65704
-0.3565707661824415 6.65704
-0.35578536801904403 6.65704
-0.3549999698556466 6.65704
-0.3542145716922491 6.65704
-0.35342917352885167 6.65704
-0.3526437753654542 6.65704
-0.3518583772020568 6.65704
-0.35107297903865936 6.65704
-0.3502875808752619 6.65704
-0.34950218271186445 6.65704
-0.348716784548467 6.65704
-0.34793138638506954 6.65704
-0.3471459882216721 6.65704
-0.34636059005827463 6.65704
-0.3455751918948772 6.65704
-0.3447897937314798 6.65704
-0.3440043955680823 6.65704
-0.3432189974046849 6.65704
-0.34243359924128747 6.65704
-0.34164820107789007 6.65704
-0.3408628029144926 6.65704
-0.34007740475109516 6.65704
-0.3392920065876977 6.65704
-0.33850660842430025 6.65704
-0.3377212102609028 6.65704
-0.33693581209750534 6.65704
-0.3361504139341079 6.65704
-0.33536501577071043 6.65704
-0.33457961760731303 6.65704
-0.3337942194439156 6.65704
-0.3330088212805181 6.65704
-0.33222342311712066 6.65704
-0.3314380249537232 6.65704
-0.33065262679032575 6.65704
-0.3298672286269283 6.65704
-0.32908183046353084 6.65704
-0.3282964323001334 6.65704
-0.32751103413673593 6.65704
-0.32672563597333854 6.657040000000001
-0.3259402378099411 6.65704
-0.3251548396465436 6.657040000000001
-0.32436944148314617 6.657039999999999
-0.3235840433197487 6.65704
-0.32279864515635126 6.65704
-0.3220132469929538 6.65704
-0.32122784882955635 6.657039999999999
-0.3204424506661589 6.657040000000001
-0.3196570525027615 6.65704
-0.31887165433936404 6.65704
-0.3180862561759666 6.65704
-0.31730085801256913 6.65704
-0.3165154598491717 6.65704
-0.3157300616857742 6.65704
-0.31494466352237677 6.657040000000001
-0.3141592653589793 6.65704
-0.31337386719558186 6.657039999999999
-0.31258846903218446 6.65704
-0.311803070868787 6.65704
-0.31101767270538955 6.65704
-0.3102322745419921 6.65704
-0.30944687637859464 6.65704
-0.3086614782151972 6.657040000000001
-0.3078760800517997 6.65704
-0.3070906818884023 6.65704
-0.3063052837250048 6.65704
-0.30551988556160736 6.65704
-0.30473448739820996 6.65704
-0.3039490892348125 6.65704
-0.30316369107141505 6.65704
-0.3023782929080176 6.65704
-0.30159289474462014 6.65704
-0.3008074965812227 6.65704
-0.30002209841782523 6.65704
-0.2992367002544278 6.65704
-0.2984513020910303 6.65704
-0.2976659039276329 6.65704
-0.29688050576423547 6.65704
-0.296095107600838 6.657040000000001
-0.29530970943744056 6.65704
-0.2945243112740431 6.65704
-0.29373891311064565 6.65704
-0.2929535149472482 6.65704
-0.29216811678385074 6.65704
-0.2913827186204533 6.657039999999999
-0.2905973204570559 6.65704
-0.28981192229365843 6.65704
-0.289026524130261 6.65704
-0.2882411259668635 6.65704
-0.28745572780346607 6.65704
-0.2866703296400686 6.657039999999999
-0.28588493147667116 6.65704
-0.2850995333132737 6.657039999999999
-0.28431413514987625 6.657039999999999
-0.28352873698647885 6.657039999999999
-0.2827433388230814 6.65704
-0.28195794065968394 6.65704
-0.2811725424962865 6.657040000000001
-0.280387144332889 6.65704
-0.27960174616949157 6.657039999999999
-0.2788163480060941 6.65704
-0.27803094984269666 6.657039999999999
-0.2772455516792992 6.65704
-0.27646015351590175 6.657039999999999
-0.27567475535250435 6.65704
-0.2748893571891069 6.657039999999999
-0.27410395902570944 6.65704
-0.273318560862312 6.657039999999999
-0.27253316269891453 6.65704
-0.2717477645355171 6.65704
-0.2709623663721196 6.65704
-0.27017696820872217 6.65704
-0.2693915700453247 6.65704
-0.2686061718819273 6.65704
-0.26782077371852986 6.65704
-0.2670353755551324 6.657039999999999
-0.26624997739173495 6.657040000000001
-0.2654645792283375 6.65704
-0.26467918106494004 6.65704
-0.2638937829015426 6.65704
-0.26310838473814513 6.657039999999999
-0.2623229865747477 6.65704
-0.2615375884113503 6.65704
-0.2607521902479528 6.657039999999999
-0.25996679208455536 6.657039999999999
-0.2591813939211579 6.657039999999999
-0.25839599575776045 6.657040000000001
-0.257610597594363 6.65704
-0.25682519943096555 6.65704
-0.2560398012675681 6.65704
-0.25525440310417064 6.65704
-0.2544690049407732 6.65704
-0.2536836067773758 6.657039999999999
-0.2528982086139783 6.65704
-0.25211281045058087 6.65704
-0.2513274122871834 6.657040000000001
-0.25054201412378596 6.65704
-0.2497566159603885 6.65704
-0.24897121779699105 6.65704
-0.24818581963359362 6.657040000000001
-0.24740042147019617 6.65704
-0.24661502330679871 6.65704
-0.24582962514340126 6.65704
-0.24504422698000392 6.65704
-0.24425882881660646 6.657040000000001
-0.243473430653209 6.65704
-0.24268803248981155 6.65704
-0.24190263432641412 6.65704
-0.24111723616301667 6.65704
-0.2403318379996192 6.65704
-0.23954643983622176 6.657040000000001
-0.2387610416728243 6.657039999999999
-0.23797564350942688 6.65704
-0.23719024534602942 6.65704
-0.23640484718263197 6.657040000000001
-0.2356194490192345 6.65704
-0.23483405085583706 6.65704
-0.23404865269243963 6.65704
-0.23326325452904217 6.65704
-0.23247785636564472 6.65704
-0.23169245820224726 6.65704
-0.23090706003884984 6.65704
-0.23012166187545238 6.65704
-0.22933626371205493 6.657039999999999
-0.22855086554865747 6.65704
-0.22776546738526002 6.657039999999999
-0.2269800692218626 6.65704
-0.22619467105846514 6.65704
-0.22540927289506768 6.65704
-0.22462387473167023 6.657040000000001
-0.22383847656827277 6.65704
-0.22305307840487534 6.657039999999999
-0.2222676802414779 6.65704
-0.22148228207808043 6.65704
-0.22069688391468298 6.65704
-0.21991148575128555 6.65704
-0.2191260875878881 6.657040000000001
-0.21834068942449064 6.65704
-0.2175552912610932 6.65704
-0.21676989309769573 6.65704
-0.2159844949342983 6.65704
-0.21519909677090085 6.65704
-0.2144136986075034 6.65704
-0.21362830044410594 6.65704
-0.21284290228070848 6.65704
-0.21205750411731106 6.65704
-0.2112721059539136 6.65704
-0.21048670779051615 6.65704
-0.2097013096271187 6.65704
-0.20891591146372127 6.65704
-0.2081305133003238 6.65704
-0.20734511513692636 6.65704
-0.2065597169735289 6.65704
-0.20577431881013145 6.65704
-0.20498892064673402 6.65704
-0.20420352248333656 6.65704
-0.2034181243199391 6.657040000000001
-0.20263272615654165 6.65704
-0.2018473279931442 6.65704
-0.20106192982974677 6.65704
-0.20027653166634932 6.65704
-0.19949113350295186 6.65704
-0.1987057353395544 6.65704
-0.19792033717615698 6.65704
-0.19713493901275952 6.65704
-0.19634954084936207 6.65704
-0.19556414268596461 6.65704
-0.19477874452256716 6.65704
-0.19399334635916973 6.65704
-0.19320794819577228 6.65704
-0.19242255003237482 6.65704
-0.19163715186897737 6.65704
-0.19085175370557994 6.65704
-0.19006635554218249 6.65704
-0.18928095737878503 6.65704
-0.18849555921538758 6.65704
-0.18771016105199012 6.65704
-0.1869247628885927 6.65704
-0.18613936472519524 6.65704
-0.18535396656179778 6.65704
-0.18456856839840033 6.65704
-0.18378317023500287 6.65704
-0.18299777207160545 6.65704
-0.182212373908208 6.65704
-0.18142697574481054 6.65704
-0.18064157758141308 6.65704
-0.17985617941801565 6.65704
-0.1790707812546182 6.65704
-0.17828538309122074 6.65704
-0.1774999849278233 6.65704
-0.17671458676442584 6.65704
-0.1759291886010284 6.65704
-0.17514379043763095 6.65704
-0.1743583922742335 6.65704
-0.17357299411083604 6.65704
-0.1727875959474386 6.65704
-0.17200219778404116 6.65704
-0.1712167996206437 6.65704
-0.17043140145724625 6.65704
-0.1696460032938488 6.65704
-0.16886060513045137 6.65704
-0.16807520696705391 6.65704
-0.16728980880365646 6.65704
-0.166504410640259 6.65704
-0.16571901247686155 6.65704
-0.16493361431346412 6.65704
-0.16414821615006667 6.65704
-0.1633628179866692 6.657039999999999
-0.16257741982327176 6.65704
-0.1617920216598743 6.65704
-0.16100662349647687 6.65704
-0.16022122533307942 6.657039999999999
-0.15943582716968197 6.65704
-0.1586504290062845 6.65704
-0.15786503084288708 6.657039999999999
-0.15707963267948963 6.657040000000001
-0.15629423451609217 6.657040000000001
-0.15550883635269472 6.657039999999999
-0.15472343818929726 6.65704
-0.15393804002589984 6.657040000000001
-0.15315264186250238 6.657040000000001
-0.15236724369910493 6.657039999999999
-0.15158184553570747 6.65704
-0.15079644737231002 6.657040000000001
-0.1500110492089126 6.65704
-0.14922565104551513 6.65704
-0.14844025288211768 6.657039999999999
-0.14765485471872022 6.65704
-0.14686945655532288 6.65704
-0.14608405839192543 6.65704
-0.14529866022852797 6.65704
-0.14451326206513052 6.65704
-0.1437278639017331 6.657040000000001
-0.14294246573833563 6.65704
-0.14215706757493818 6.65704
-0.14137166941154072 6.657039999999999
-0.14058627124814327 6.65704
-0.13980087308474584 6.65704
-0.1390154749213484 6.65704
-0.13823007675795093 6.65704
-0.13744467859455348 6.65704
-0.13665928043115602 6.65704
-0.1358738822677586 6.65704
-0.13508848410436114 6.65704
-0.13430308594096368 6.65704
-0.13351768777756623 6.65704
-0.1327322896141688 6.65704
-0.13194689145077135 6.657040000000001
-0.1311614932873739 6.65704
-0.13037609512397644 6.65704
-0.12959069696057898 6.65704
-0.12880529879718156 6.657039999999999
-0.1280199006337841 6.65704
-0.12723450247038665 6.65704
-0.1264491043069892 6.65704
-0.12566370614359174 6.65704
-0.1248783079801943 6.65704
-0.12409290981679685 6.65704
-0.1233075116533994 6.65704
-0.12252211349000196 6.65704
-0.1217367153266045 6.65704
-0.12095131716320706 6.65704
-0.1201659189998096 6.65704
-0.11938052083641215 6.657039999999999
-0.11859512267301471 6.65704
-0.11780972450961726 6.65704
-0.11702432634621981 6.65704
-0.11623892818282236 6.65704
-0.11545353001942492 6.65704
-0.11466813185602746 6.657039999999999
-0.11388273369263001 6.657039999999999
-0.11309733552923257 6.65704
-0.11231193736583511 6.657040000000001
-0.11152653920243767 6.657039999999999
-0.11074114103904022 6.65704
-0.10995574287564278 6.65704
-0.10917034471224532 6.65704
-0.10838494654884787 6.65704
-0.10759954838545042 6.65704
-0.10681415022205297 6.65704
-0.10602875205865553 6.65704
-0.10524335389525807 6.65704
-0.10445795573186063 6.65704
-0.10367255756846318 6.65704
-0.10288715940506572 6.65704
-0.10210176124166828 6.65704
-0.10131636307827083 6.65704
-0.10053096491487339 6.65704
-0.09974556675147593 6.65704
-0.09896016858807849 6.65704
-0.09817477042468103 6.65704
-0.09738937226128358 6.65704
-0.09660397409788614 6.65704
-0.09581857593448868 6.65704
-0.09503317777109124 6.65704
-0.09424777960769379 6.65704
-0.09346238144429635 6.65704
-0.09267698328089889 6.65704
-0.09189158511750144 6.65704
-0.091106186954104 6.65704
-0.09032078879070654 6.65704
-0.0895353906273091 6.65704
-0.08874999246391164 6.65704
-0.0879645943005142 6.65704
-0.08717919613711675 6.65704
-0.0863937979737193 6.65704
-0.08560839981032185 6.65704
-0.0848230016469244 6.65704
-0.08403760348352696 6.65704
-0.0832522053201295 6.65704
-0.08246680715673206 6.65704
-0.0816814089933346 6.657039999999999
-0.08089601082993715 6.65704
-0.08011061266653971 6.657039999999999
-0.07932521450314226 6.65704
-0.07853981633974481 6.657040000000001
-0.07775441817634736 6.657039999999999
-0.07696902001294992 6.657040000000001
-0.07618362184955246 6.657039999999999
-0.07539822368615501 6.657040000000001
-0.07461282552275757 6.65704
-0.07382742735936011 6.65704
