# Solver information
# Time              	U_solver            	Ux_initial          	Ux_final            	Ux_iters            	Uy_initial          	Uy_final            	Uy_iters            	U_converged         	p_solver            	p_initial           	p_final             	p_iters             	p_converged         
146                 	DILUPBiCGStab	5.080321823350e-06	2.489030290430e-09	2	1.069690420850e-05	5.990343933930e-09	2	false	GAMGPCG	2.588612876370e-05	3.134965154150e-09	4	true
147                 	DILUPBiCGStab	4.780224133040e-06	2.341562507720e-09	2	1.006375088200e-05	5.635407976140e-09	2	false	GAMGPCG	2.435278064810e-05	2.945804378210e-09	4	true
148                 	DILUPBiCGStab	4.497839037130e-06	2.202834470220e-09	2	9.468086419840e-06	5.301472338170e-09	2	false	GAMGPCG	2.291026062630e-05	2.767969316650e-09	4	true
149                 	DILUPBiCGStab	4.232122764890e-06	2.072323448600e-09	2	8.907694516650e-06	4.987296089670e-09	2	false	GAMGPCG	2.155319205310e-05	2.600791114800e-09	4	true
150                 	DILUPBiCGStab	3.982092746460e-06	1.949540907730e-09	2	8.380483226850e-06	4.691712170730e-09	2	false	GAMGPCG	2.027651587230e-05	2.443641141800e-09	4	true
151                 	DILUPBiCGStab	3.746824043380e-06	1.834030005130e-09	2	7.884482057600e-06	4.413623647130e-09	2	false	GAMGPCG	1.907547192810e-05	2.295929010990e-09	4	true
152                 	DILUPBiCGStab	3.525446316010e-06	1.725360166620e-09	2	7.417832965060e-06	4.152003682750e-09	2	false	GAMGPCG	1.794558150650e-05	2.157097787530e-09	4	true
153                 	DILUPBiCGStab	3.317140335050e-06	1.623126705690e-09	2	6.978799934550e-06	3.905871252340e-09	2	false	GAMGPCG	1.688263059370e-05	2.026620148070e-09	4	true
154                 	DILUPBiCGStab	3.121135135160e-06	1.526948836100e-09	2	6.565751899480e-06	3.674311354410e-09	2	false	GAMGPCG	1.588265429750e-05	1.904000149260e-09	4	true
155                 	DILUPBiCGStab	2.936705126460e-06	1.436468253310e-09	2	6.177152564900e-06	3.456462972140e-09	2	false	GAMGPCG	1.494192234500e-05	1.788771174770e-09	4	true
156                 	DILUPBiCGStab	2.763167434450e-06	1.351349643980e-09	2	5.811552078780e-06	3.251517431930e-09	2	false	GAMGPCG	1.405692520840e-05	1.680496424610e-09	4	true
157                 	DILUPBiCGStab	2.599879584320e-06	1.271274796130e-09	2	5.467595239600e-06	3.058713284140e-09	2	false	GAMGPCG	1.322437769800e-05	1.578764566300e-09	4	true
158                 	DILUPBiCGStab	2.446236607740e-06	9.760768372790e-09	1	5.143994734240e-06	2.877334901070e-09	2	false	GAMGPCG	1.241374443770e-05	1.468046943420e-09	4	true
159                 	DILUPBiCGStab	2.303016574610e-06	9.184914808010e-09	1	4.836880595820e-06	2.705096068890e-09	2	false	GAMGPCG	1.168291177950e-05	1.381566927770e-09	4	true
160                 	DILUPBiCGStab	2.167926833350e-06	8.643308513040e-09	1	4.548792584920e-06	2.543504262850e-09	2	false	GAMGPCG	1.101068744290e-05	1.309706619230e-09	4	true
161                 	DILUPBiCGStab	2.039753940880e-06	8.131413428150e-09	1	4.280147367980e-06	2.392859933780e-09	2	false	GAMGPCG	1.037066180290e-05	1.239056327800e-09	4	true
162                 	DILUPBiCGStab	1.918602163510e-06	7.648640304410e-09	1	4.028575424390e-06	2.251925306090e-09	2	false	GAMGPCG	9.751845829950e-06	1.163199383880e-09	4	true
163                 	DILUPBiCGStab	1.804878348410e-06	7.195352676020e-09	1	3.791187814550e-06	2.119051897460e-09	2	false	GAMGPCG	9.163442707470e-06	1.086797331400e-09	4	true
164                 	DILUPBiCGStab	1.698420879060e-06	6.770414523900e-09	1	3.566558116740e-06	1.993330883140e-09	2	false	GAMGPCG	8.616099652930e-06	9.625285605610e-09	3	true
165                 	DILUPBiCGStab	1.598454383630e-06	6.370905068960e-09	1	3.354804346880e-06	1.874721519990e-09	2	false	GAMGPCG	8.111210919560e-06	9.106346422410e-09	3	true
166                 	DILUPBiCGStab	1.504253790990e-06	5.994553920550e-09	1	3.155937815150e-06	1.763321751710e-09	2	false	GAMGPCG	7.638028033330e-06	8.611140650750e-09	3	true
167                 	DILUPBiCGStab	1.415348647870e-06	5.639674284500e-09	1	2.969448074990e-06	1.658879035160e-09	2	false	GAMGPCG	7.189324721410e-06	8.091915892150e-09	3	true
168                 	DILUPBiCGStab	1.331577824350e-06	5.305525541310e-09	1	2.794211580420e-06	1.560773011530e-09	2	false	GAMGPCG	6.762952555520e-06	7.569590915080e-09	3	true
169                 	DILUPBiCGStab	1.252836033970e-06	4.991492533490e-09	1	2.629109022370e-06	1.468365432860e-09	2	false	GAMGPCG	6.360587634850e-06	7.089831465760e-09	3	true
170                 	DILUPBiCGStab	1.178878672400e-06	4.696483859390e-09	1	2.473455213840e-06	1.381254951320e-09	2	false	GAMGPCG	5.983467066030e-06	6.670166576560e-09	3	true
171                 	DILUPBiCGStab	1.109335890540e-06	4.419024909780e-09	1	2.326924699860e-06	9.845793077440e-09	1	false	GAMGPCG	5.632005972080e-06	6.594066923340e-09	3	true
172                 	DILUPBiCGStab	1.043329062310e-06	4.154905626210e-09	1	2.189981732350e-06	9.264541461090e-09	1	false	GAMGPCG	5.297543783800e-06	6.134852478120e-09	3	true
173                 	DILUPBiCGStab	9.813083211620e-07	3.907126261210e-09	1	2.061148448140e-06	8.718806545350e-09	1	false	GAMGPCG	4.980460750050e-06	5.508474388470e-09	3	true
174                 	DILUPBiCGStab	9.233998561010e-07	3.676522560280e-09	1	1.939349715040e-06	8.203034547540e-09	1	false	GAMGPCG	4.684361780490e-06	5.036484370610e-09	3	true
175                 	DILUPBiCGStab	8.691821983320e-07	3.460955339420e-09	1	1.824345586890e-06	7.715947814440e-09	1	false	GAMGPCG	4.408616426380e-06	4.783695620490e-09	3	true
176                 	DILUPBiCGStab	8.180721382430e-07	3.257532241340e-09	1	1.716229978580e-06	7.258134641040e-09	1	false	GAMGPCG	4.150144499310e-06	4.635080997120e-09	3	true
177                 	DILUPBiCGStab	7.697322618390e-07	3.064760012840e-09	1	1.614841280280e-06	6.829074532170e-09	1	false	GAMGPCG	3.905709045110e-06	4.431886390260e-09	3	true
178                 	DILUPBiCGStab	7.241234498960e-07	2.882734195190e-09	1	1.519639973600e-06	6.426338286300e-09	1	false	GAMGPCG	3.673834355680e-06	4.125827708830e-09	3	true
179                 	DILUPBiCGStab	6.812774470830e-07	2.711873165110e-09	1	1.429992485650e-06	6.046982933890e-09	1	false	GAMGPCG	3.455275888400e-06	3.800479604900e-09	3	true
180                 	DILUPBiCGStab	6.410941191320e-07	2.551840415840e-09	1	1.345460929280e-06	5.689079856110e-09	1	false	GAMGPCG	3.250671606880e-06	3.542252016020e-09	3	true
181                 	DILUPBiCGStab	6.033364385490e-07	2.401551952340e-09	1	1.265834760270e-06	5.351903190740e-09	1	false	GAMGPCG	3.059160247060e-06	3.358230078010e-09	3	true
182                 	DILUPBiCGStab	5.677603195700e-07	2.259887073430e-09	1	1.190964078430e-06	5.035008511900e-09	1	false	GAMGPCG	2.879087298770e-06	3.200298660490e-09	3	true
183                 	DILUPBiCGStab	5.342140390750e-07	2.126216135830e-09	1	1.120612669920e-06	4.737422692690e-09	1	false	GAMGPCG	2.709041888990e-06	3.023087466900e-09	3	true
184                 	DILUPBiCGStab	5.026266144680e-07	2.000327802180e-09	1	1.054455969080e-06	4.457646080660e-09	1	false	GAMGPCG	2.548511154610e-06	2.824031536930e-09	3	true
185                 	DILUPBiCGStab	4.729337682710e-07	1.882037343060e-09	1	9.921743487770e-07	4.194201824690e-09	1	false	GAMGPCG	2.397504704060e-06	2.632873647090e-09	3	true
186                 	DILUPBiCGStab	4.450299440390e-07	1.770931348100e-09	1	9.335231835820e-07	3.946043414270e-09	1	false	GAMGPCG	2.255799061400e-06	2.471490403090e-09	3	true
187                 	DILUPBiCGStab	4.187806596960e-07	1.666433506230e-09	1	8.783231469240e-07	3.712488535990e-09	1	false	GAMGPCG	2.122727905810e-06	2.336225068240e-09	3	true
188                 	DILUPBiCGStab	3.940629743870e-07	1.568017124630e-09	1	8.264065381800e-07	3.492894784690e-09	1	false	GAMGPCG	1.997474328120e-06	2.209524110720e-09	3	true
189                 	DILUPBiCGStab	3.707865779030e-07	1.475319805740e-09	1	7.775829813780e-07	3.286450903020e-09	1	false	GAMGPCG	1.879406905650e-06	2.079438071930e-09	3	true
190                 	DILUPBiCGStab	3.488827675180e-07	1.388089660630e-09	1	7.316488600600e-07	3.092243476870e-09	1	false	GAMGPCG	1.768190434680e-06	1.948614402840e-09	3	true
191                 	DILUPBiCGStab	3.282827362360e-07	1.306069558770e-09	1	6.884158364950e-07	2.909438819160e-09	1	false	GAMGPCG	1.663600441120e-06	1.826723037870e-09	3	true
192                 	DILUPBiCGStab	3.089078486610e-07	1.228944779980e-09	1	6.477251695780e-07	2.737369893640e-09	1	false	GAMGPCG	1.565310307030e-06	1.718626751570e-09	3	true
193                 	DILUPBiCGStab	2.906764636190e-07	1.156378196430e-09	1	6.094391850350e-07	2.575479792430e-09	1	false	GAMGPCG	1.472884255270e-06	1.621212225610e-09	3	true
194                 	DILUPBiCGStab	2.735152795060e-07	1.088069321230e-09	1	5.734236292720e-07	2.423218810000e-09	1	false	GAMGPCG	1.385884130140e-06	1.528440495310e-09	3	true
195                 	DILUPBiCGStab	2.573629247970e-07	1.023774610380e-09	1	5.395437213790e-07	2.280003991280e-09	1	false	GAMGPCG	1.303961005320e-06	1.437437201840e-09	3	true
196                 	DILUPBiCGStab	2.421649761560e-07	9.632828935900e-10	1	5.076658173630e-07	2.145261376950e-09	1	false	GAMGPCG	1.226856927430e-06	1.349828728310e-09	3	true
197                 	DILUPBiCGStab	2.278677135580e-07	9.063835526410e-10	1	4.776690231140e-07	2.018466283870e-09	1	false	GAMGPCG	1.154335639880e-06	9.593676775070e-09	2	true
198                 	DILUPBiCGStab	2.144054016940e-07	8.528524957920e-10	1	4.494906420010e-07	1.899342011060e-09	1	false	GAMGPCG	1.083527285480e-06	9.101309984930e-09	2	true
199                 	DILUPBiCGStab	2.017483430280e-07	8.024924443970e-10	1	4.229147044210e-07	1.787038414210e-09	1	false	GAMGPCG	1.017624840970e-06	8.591285999180e-09	2	true
200                 	DILUPBiCGStab	1.898435601760e-07	9.664331024870e-09	1	3.978843757390e-07	1.681304928390e-09	1	false	GAMGPCG	9.561401264410e-07	8.150514015360e-09	2	true
201                 	DILUPBiCGStab	1.788430592350e-07	9.249406928700e-09	1	3.741900395110e-07	1.580522576650e-09	1	false	GAMGPCG	8.972661042240e-07	7.591640758670e-09	2	true
202                 	DILUPBiCGStab	1.684642782030e-07	8.748576480730e-09	1	3.519045936680e-07	1.485611329980e-09	1	false	GAMGPCG	8.467814117060e-07	7.128988327750e-09	2	true
203                 	DILUPBiCGStab	1.585593101180e-07	8.244367735660e-09	1	3.311134707870e-07	1.397968043900e-09	1	false	GAMGPCG	8.024579545520e-07	6.740383054120e-09	2	true
204                 	DILUPBiCGStab	1.491451296970e-07	7.758258836100e-09	1	3.116847097390e-07	1.316664339350e-09	1	false	GAMGPCG	7.531856035320e-07	6.352641980510e-09	2	true
205                 	DILUPBiCGStab	1.402976438780e-07	7.299620459070e-09	1	2.933804371880e-07	1.239912500790e-09	1	false	GAMGPCG	7.039257355260e-07	5.924652980440e-09	2	true
206                 	DILUPBiCGStab	1.320325752760e-07	6.871097232250e-09	1	2.760519671780e-07	1.166730858420e-09	1	false	GAMGPCG	6.603901450630e-07	5.521448773110e-09	2	true
207                 	DILUPBiCGStab	1.242909646860e-07	6.469599369020e-09	1	2.596875359070e-07	1.097311136450e-09	1	false	GAMGPCG	6.224044561660e-07	5.195292284520e-09	2	true
208                 	DILUPBiCGStab	1.169936993540e-07	6.090343343140e-09	1	2.443152751350e-07	1.032152022090e-09	1	false	GAMGPCG	5.876164385250e-07	4.918228643870e-09	2	true
209                 	DILUPBiCGStab	1.100944425030e-07	5.730865962220e-09	1	2.299075002630e-07	9.712998780430e-10	1	false	GAMGPCG	5.537522936130e-07	4.648072556850e-09	2	true
210                 	DILUPBiCGStab	1.035857676670e-07	5.391543888770e-09	1	2.163732528630e-07	9.142850796800e-10	1	false	GAMGPCG	5.205464676760e-07	4.368417109030e-09	2	true
211                 	DILUPBiCGStab	9.746805729540e-08	5.073072058400e-09	1	2.036164331620e-07	8.605378908050e-10	1	false	GAMGPCG	4.890102141920e-07	4.089909919120e-09	2	true
212                 	DILUPBiCGStab	9.172518121280e-08	4.774631772410e-09	1	1.915823561920e-07	8.097414760010e-10	1	false	GAMGPCG	4.598767296990e-07	3.836697506580e-09	2	true
213                 	DILUPBiCGStab	8.632572655000e-08	4.494171314620e-09	1	1.802513175670e-07	7.618400515840e-10	1	false	GAMGPCG	4.330181817710e-07	3.614967899510e-09	2	true
214                 	DILUPBiCGStab	8.123896323200e-08	4.229695806000e-09	1	1.696039167400e-07	9.429160463410e-09	1	false	GAMGPCG	4.116916098940e-07	3.331824494450e-09	2	true
215                 	DILUPBiCGStab	7.644042622580e-08	3.976304843320e-09	1	1.594361073900e-07	8.965404468880e-09	1	false	GAMGPCG	3.862072909330e-07	3.150617292160e-09	2	true
216                 	DILUPBiCGStab	7.191532468370e-08	3.739460719590e-09	1	1.499485603150e-07	8.462095749560e-09	1	false	GAMGPCG	3.615307300310e-07	3.047515110340e-09	2	true
217                 	DILUPBiCGStab	6.766588305190e-08	3.519480984080e-09	1	1.411608232830e-07	7.977679375880e-09	1	false	GAMGPCG	3.407123567020e-07	2.966939682270e-09	2	true
218                 	DILUPBiCGStab	6.368001510810e-08	3.314506075850e-09	1	1.329388021510e-07	7.517525870200e-09	1	false	GAMGPCG	3.205387388580e-07	2.762851704560e-09	2	true
219                 	DILUPBiCGStab	5.993184517760e-08	3.121111086280e-09	1	1.251479306840e-07	7.079759743940e-09	1	false	GAMGPCG	3.016309261760e-07	2.535271631560e-09	2	true
220                 	DILUPBiCGStab	5.639889979340e-08	2.937409643170e-09	1	1.177425543640e-07	6.664429937210e-09	1	false	GAMGPCG	2.836631444750e-07	2.357362539780e-09	2	true
221                 	DILUPBiCGStab	5.307040412550e-08	2.763530668460e-09	1	1.107514824510e-07	6.272350950970e-09	1	false	GAMGPCG	2.663791365000e-07	2.212292928410e-09	2	true
222                 	DILUPBiCGStab	4.994023919610e-08	2.600186955530e-09	1	1.042039648950e-07	5.903289485660e-09	1	false	GAMGPCG	2.503666658220e-07	2.100551866650e-09	2	true
223                 	DILUPBiCGStab	4.699816325340e-08	2.447280490310e-09	1	9.808077920260e-08	5.556012126370e-09	1	false	GAMGPCG	2.356722708480e-07	1.999709197950e-09	2	true
224                 	DILUPBiCGStab	4.422979100370e-08	2.303749516350e-09	1	9.232724817020e-08	5.229092076030e-09	1	false	GAMGPCG	2.219219275920e-07	1.883848952990e-09	2	true
225                 	DILUPBiCGStab	4.162230656910e-08	2.168404095790e-09	1	8.689386881890e-08	4.921292238930e-09	1	false	GAMGPCG	2.088846944410e-07	1.760019310280e-09	2	true
226                 	DILUPBiCGStab	3.916699985030e-08	2.040623176520e-09	1	8.176007083180e-08	4.631591300590e-09	1	false	GAMGPCG	1.964546491300e-07	9.566359968550e-09	1	true
227                 	DILUPBiCGStab	3.693354494230e-08	1.923667979840e-09	1	7.682892989620e-08	4.351860891380e-09	1	false	GAMGPCG	1.854281505740e-07	1.901304189030e-09	2	true
228                 	DILUPBiCGStab	3.466179733700e-08	1.806253625700e-09	1	7.240902528540e-08	4.104366187960e-09	1	false	GAMGPCG	1.737762632460e-07	1.653956865280e-09	2	true
229                 	DILUPBiCGStab	3.257436391080e-08	1.698001216320e-09	1	6.821142004900e-08	3.867621585830e-09	1	false	GAMGPCG	1.624007029240e-07	7.077132579000e-09	1	true
230                 	DILUPBiCGStab	3.074413663970e-08	1.601984065920e-09	1	6.407543894520e-08	3.631679175940e-09	1	false	GAMGPCG	1.531741895670e-07	8.383264304630e-09	1	true
231                 	DILUPBiCGStab	2.897573914740e-08	1.509732648880e-09	1	6.024113462090e-08	3.413473070640e-09	1	false	GAMGPCG	1.450714149370e-07	1.538290016960e-09	2	true
232                 	DILUPBiCGStab	2.716909402870e-08	1.416629154200e-09	1	5.681628224210e-08	3.221371719240e-09	1	false	GAMGPCG	1.356460427020e-07	8.094448737580e-09	1	true
233                 	DILUPBiCGStab	2.558690460470e-08	1.334074470170e-09	1	5.344568298590e-08	3.030375361110e-09	1	false	GAMGPCG	1.267136300710e-07	7.691162742770e-09	1	true
234                 	DILUPBiCGStab	2.409903067160e-08	1.256354355990e-09	1	5.026089174540e-08	2.850091499050e-09	1	false	GAMGPCG	1.190471405950e-07	8.047931075760e-09	1	true
235                 	DILUPBiCGStab	2.268216498910e-08	1.182591535120e-09	1	4.728369961740e-08	2.681826371040e-09	1	false	GAMGPCG	1.118690621810e-07	8.264155365700e-09	1	true
236                 	DILUPBiCGStab	2.133345498710e-08	1.112543235130e-09	1	4.450673822310e-08	2.524922070850e-09	1	false	GAMGPCG	1.047191956550e-07	7.801656849870e-09	1	true
237                 	DILUPBiCGStab	2.006363481620e-08	1.046523694230e-09	1	4.189944507950e-08	2.377406040990e-09	1	false	GAMGPCG	9.785337377710e-08	6.870436188070e-09	1	true
238                 	DILUPBiCGStab	1.887915495130e-08	9.847761175630e-10	1	3.943337340270e-08	2.237643339190e-09	1	false	GAMGPCG	9.169250072430e-08	6.026566365230e-09	1	true
239                 	DILUPBiCGStab	1.777382353220e-08	9.270661741480e-10	1	3.709939178180e-08	2.105239636070e-09	1	false	GAMGPCG	8.629316139940e-08	5.599355807800e-09	1	true
240                 	DILUPBiCGStab	1.673420796140e-08	8.728279015050e-10	1	3.490147440450e-08	1.980567745580e-09	1	false	GAMGPCG	8.139399637190e-08	5.506856344600e-09	1	true
241                 	DILUPBiCGStab	1.574966526970e-08	8.215611821810e-10	1	3.284133514650e-08	1.863818831870e-09	1	false	GAMGPCG	7.670160513080e-08	5.453819988140e-09	1	true
242                 	DILUPBiCGStab	1.481726436580e-08	7.730649837680e-10	1	3.091025838300e-08	1.754508283080e-09	1	false	GAMGPCG	7.210059718240e-08	5.211084106900e-09	1	true
243                 	DILUPBiCGStab	1.393915979210e-08	7.273724821320e-10	1	2.909291998060e-08	1.651690911180e-09	1	false	GAMGPCG	6.768048101780e-08	4.776941245070e-09	1	true
244                 	DILUPBiCGStab	1.311661623040e-08	6.845087252900e-10	1	2.737692008580e-08	1.554561314830e-09	1	false	GAMGPCG	6.358243784170e-08	4.322500167000e-09	1	true
245                 	DILUPBiCGStab	1.234639156940e-08	6.443250878940e-10	1	2.575754323180e-08	1.462800478410e-09	1	false	GAMGPCG	5.984295219340e-08	4.001730558940e-09	1	true
246                 	DILUPBiCGStab	1.162219561030e-08	6.065449904060e-10	1	2.423437071730e-08	1.376406220800e-09	1	false	GAMGPCG	5.638810019550e-08	3.826108997020e-09	1	true
247                 	DILUPBiCGStab	1.093839765380e-08	5.709054787750e-10	1	2.280524074870e-08	1.295318952510e-09	1	false	GAMGPCG	5.311234165300e-08	3.702361687700e-09	1	true
248                 	DILUPBiCGStab	1.029236513160e-08	5.372598735120e-10	1	2.146354173700e-08	1.219223340100e-09	1	false	GAMGPCG	4.996924736400e-08	3.534761114500e-09	1	true
249                 	DILUPBiCGStab	9.683808485060e-09	9.683808485060e-09	0	2.020036786810e-08	1.147631443770e-09	1	false	GAMGPCG	1.230121287280e-07	1.937641834450e-09	2	true
250                 	DILUPBiCGStab	1.171065490790e-08	5.843129739010e-10	1	1.347557736050e-08	8.134486560450e-10	1	false	GAMGPCG	5.928298031240e-08	8.910295490440e-09	1	true
251                 	DILUPBiCGStab	1.046400340050e-08	5.376975782670e-10	1	1.401074257140e-08	8.034598260100e-10	1	false	GAMGPCG	1.092506362640e-07	1.768519986380e-09	2	true
252                 	DILUPBiCGStab	7.950092981570e-09	7.950092981570e-09	0	1.790790808590e-08	9.947736645000e-10	1	false	GAMGPCG	5.613813344040e-08	8.554396447130e-09	1	true
253                 	DILUPBiCGStab	8.513291924730e-09	8.513291924730e-09	0	1.492608388350e-08	8.467259439050e-10	1	false	GAMGPCG	1.098634839850e-07	1.774767806220e-09	2	true
254                 	DILUPBiCGStab	1.038582904360e-08	5.207199891860e-10	1	9.132180629790e-09	9.132180629790e-09	0	false	GAMGPCG	1.076716334850e-07	1.697040852810e-09	2	true
255                 	DILUPBiCGStab	7.770339186850e-09	7.770339186850e-09	0	1.336006148020e-08	7.220753289590e-10	1	false	GAMGPCG	2.723202561740e-08	1.488107040890e-09	1	true
256                 	DILUPBiCGStab	7.610780265160e-09	7.610780265160e-09	0	1.250739604600e-08	6.966373572930e-10	1	false	GAMGPCG	6.713264762190e-08	9.898113328700e-09	1	true
257                 	DILUPBiCGStab	8.650368137610e-09	8.650368137610e-09	0	9.060157105300e-09	9.060157105300e-09	0	false	GAMGPCG	2.709725385110e-08	2.969096482670e-09	1	true
258                 	DILUPBiCGStab	8.789300127120e-09	8.789300127120e-09	0	8.286597311880e-09	8.286597311880e-09	0	false	GAMGPCG	2.835498516150e-08	4.966644565220e-09	1	true
259                 	DILUPBiCGStab	8.254143329120e-09	8.254143329120e-09	0	9.106866090430e-09	9.106866090430e-09	0	false	GAMGPCG	4.214525448840e-08	7.228259318380e-09	1	true
260                 	DILUPBiCGStab	7.373032610080e-09	7.373032610080e-09	0	1.072765510840e-08	5.768854861490e-10	1	false	GAMGPCG	2.831048925580e-08	4.246898265620e-09	1	true
261                 	DILUPBiCGStab	7.628936139130e-09	7.628936139130e-09	0	9.051926615120e-09	9.051926615120e-09	0	false	GAMGPCG	1.466979640400e-08	2.029988799600e-09	1	true
262                 	DILUPBiCGStab	7.364803626120e-09	7.364803626120e-09	0	9.073170133150e-09	9.073170133150e-09	0	false	GAMGPCG	2.410230097720e-08	3.968658487690e-09	1	true
263                 	DILUPBiCGStab	6.789058482690e-09	6.789058482690e-09	0	9.882412892090e-09	9.882412892090e-09	0	false	GAMGPCG	2.886200810820e-08	4.819315104350e-09	1	true
264                 	DILUPBiCGStab	6.136936976050e-09	6.136936976050e-09	0	1.092708986840e-08	5.842599358730e-10	1	false	GAMGPCG	4.395201644400e-08	7.331033859480e-09	1	true
265                 	DILUPBiCGStab	6.793584348410e-09	6.793584348410e-09	0	8.355832910040e-09	8.355832910040e-09	0	false	GAMGPCG	1.621589105260e-08	2.508542167770e-09	1	true
266                 	DILUPBiCGStab	6.881323811600e-09	6.881323811600e-09	0	7.655702974140e-09	7.655702974140e-09	0	false	GAMGPCG	1.572132031900e-08	2.451239251060e-09	1	true
267                 	DILUPBiCGStab	6.544854928310e-09	6.544854928310e-09	0	8.025552976330e-09	8.025552976330e-09	0	false	GAMGPCG	2.590641960760e-08	4.487604992960e-09	1	true
268                 	DILUPBiCGStab	5.980646438170e-09	5.980646438170e-09	0	8.982985992950e-09	8.982985992950e-09	0	false	GAMGPCG	2.786193170240e-08	4.806817033730e-09	1	true
269                 	DILUPBiCGStab	5.388375645130e-09	5.388375645130e-09	0	1.003635896090e-08	5.363140515770e-10	1	false	GAMGPCG	4.214363734780e-08	6.868960020030e-09	1	true
270                 	DILUPBiCGStab	6.008017072120e-09	6.008017072120e-09	0	7.604626279350e-09	7.604626279350e-09	0	false	GAMGPCG	1.694049366990e-08	2.547255728130e-09	1	true
271                 	DILUPBiCGStab	6.130911778100e-09	6.130911778100e-09	0	6.840461367930e-09	6.840461367930e-09	0	false	GAMGPCG	1.189763979720e-08	1.861848706860e-09	1	true
272                 	DILUPBiCGStab	5.865640563280e-09	5.865640563280e-09	0	7.061859796970e-09	7.061859796970e-09	0	false	GAMGPCG	2.147909631420e-08	3.740889899930e-09	1	true
273                 	DILUPBiCGStab	5.382972910080e-09	5.382972910080e-09	0	7.852529369670e-09	7.852529369670e-09	0	false	GAMGPCG	2.416008765410e-08	4.187643362080e-09	1	true
274                 	DILUPBiCGStab	4.861068889260e-09	4.861068889260e-09	0	8.777529226920e-09	8.777529226920e-09	0	false	GAMGPCG	2.056962763680e-08	3.495762702700e-09	1	true
275                 	DILUPBiCGStab	4.433874684970e-09	4.433874684970e-09	0	9.496377507690e-09	9.496377507690e-09	0	false	GAMGPCG	1.448039151980e-08	2.346653515090e-09	1	true
276                 	DILUPBiCGStab	4.169141962980e-09	4.169141962980e-09	0	9.823557392640e-09	9.823557392640e-09	0	false	GAMGPCG	1.034215476240e-08	1.456363888010e-09	1	true
277                 	DILUPBiCGStab	4.075903515130e-09	4.075903515130e-09	0	9.720110720790e-09	9.720110720790e-09	0	false	GAMGPCG	1.001134686080e-08	1.009575905000e-09	1	true
278                 	DILUPBiCGStab	4.090226275480e-09	4.090226275480e-09	0	9.338930314990e-09	9.338930314990e-09	0	false	GAMGPCG	1.053454224880e-08	1.571410763360e-09	1	true
279                 	DILUPBiCGStab	4.158152542840e-09	4.158152542840e-09	0	8.811225548590e-09	8.811225548590e-09	0	false	GAMGPCG	9.865897848070e-09	9.865897848070e-09	0	true
